pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0529	0.0493	0.0492	0.0491	0.0511	0.0483	0.0499	0.0486	0.0509	0.0498	0.0499	0.0503	0.0507	0.0503	0.0516	0.0502	0.0502	0.0488	0.0489	0.05	seq_39844_10982
0.0503	0.0512	0.0501	0.0505	0.0499	0.0495	0.0499	0.0509	0.0497	0.0496	0.0514	0.0513	0.0504	0.0495	0.0496	0.0502	0.0489	0.0489	0.0497	0.0486	seq_39844_10981
0.0522	0.05	0.0482	0.049	0.0509	0.0487	0.0505	0.0495	0.0515	0.0488	0.0494	0.0497	0.0508	0.0516	0.0518	0.0512	0.05	0.0482	0.0495	0.0487	seq_39844_10983
0.0509	0.0487	0.0505	0.0489	0.049	0.0496	0.0509	0.0488	0.0501	0.0507	0.05	0.053	0.0492	0.0497	0.0485	0.05	0.0511	0.05	0.0509	0.0496	seq_39844_10984
0.0508	0.0496	0.0487	0.0482	0.0503	0.0499	0.0511	0.0502	0.0503	0.051	0.0496	0.0531	0.0498	0.0497	0.0486	0.0508	0.0518	0.0483	0.0485	0.0498	seq_39844_10986
0.0514	0.0487	0.0507	0.0499	0.0502	0.0498	0.05	0.0507	0.0508	0.0488	0.05	0.05	0.0494	0.0501	0.0513	0.0495	0.0507	0.0492	0.0494	0.0493	seq_39844_10985
0.0511	0.049	0.0496	0.0479	0.0495	0.0492	0.0496	0.0502	0.0506	0.0507	0.0502	0.0503	0.0493	0.0507	0.0522	0.0497	0.049	0.0502	0.0503	0.0508	seq_39844_10987
0.0498	0.0505	0.0496	0.0495	0.0498	0.05	0.0498	0.0496	0.0503	0.0488	0.0506	0.0511	0.0513	0.0492	0.0493	0.0506	0.0506	0.0488	0.0507	0.0501	seq_39844_10988
0.0535	0.0492	0.0503	0.0502	0.0493	0.0506	0.0491	0.049	0.0497	0.0488	0.0494	0.0489	0.0484	0.0524	0.0516	0.0511	0.0508	0.0499	0.0489	0.0489	seq_39844_10989
0.0502	0.0492	0.0507	0.0507	0.0495	0.0506	0.0501	0.0504	0.0508	0.0506	0.0505	0.0505	0.0504	0.0501	0.0482	0.0503	0.0502	0.0498	0.0486	0.0486	seq_39844_10990
0.0502	0.0513	0.0499	0.0476	0.0523	0.0508	0.0494	0.0477	0.0485	0.0504	0.0468	0.0517	0.05	0.0492	0.0487	0.0484	0.0542	0.0507	0.0504	0.0518	seq_39844_10991
0.0513	0.0506	0.0494	0.049	0.0504	0.0501	0.0506	0.0491	0.0487	0.0507	0.0504	0.0537	0.0501	0.0495	0.0471	0.0504	0.0519	0.0476	0.049	0.0504	seq_39844_10993
0.0495	0.0504	0.0499	0.0507	0.0505	0.0488	0.0505	0.0504	0.0495	0.0496	0.0498	0.0515	0.0514	0.0478	0.0496	0.0502	0.0509	0.0491	0.0499	0.05	seq_39844_10992
0.0516	0.0493	0.0507	0.0505	0.0499	0.049	0.0492	0.0497	0.0489	0.0497	0.0505	0.0507	0.0492	0.0513	0.0492	0.0502	0.0494	0.0495	0.0504	0.051	seq_39844_10994
0.0503	0.0477	0.049	0.0524	0.0499	0.0494	0.0501	0.0511	0.0486	0.0529	0.0513	0.0521	0.0518	0.0469	0.0475	0.0509	0.0484	0.0475	0.0514	0.0508	seq_39844_10995
0.0505	0.05	0.05	0.0475	0.0469	0.0505	0.0464	0.0497	0.0507	0.052	0.0501	0.0492	0.0493	0.0515	0.051	0.0519	0.0512	0.0519	0.0488	0.0507	seq_39844_10996
0.0505	0.051	0.0501	0.05	0.0481	0.0489	0.0496	0.0508	0.0488	0.0496	0.051	0.051	0.0489	0.0513	0.0507	0.0507	0.0505	0.0489	0.0504	0.0491	seq_39844_10997
0.0516	0.0497	0.0502	0.0491	0.0488	0.0499	0.0485	0.0503	0.0498	0.0504	0.048	0.0547	0.0502	0.0491	0.0489	0.0508	0.0503	0.0488	0.0504	0.0504	seq_39844_10998
0.0514	0.0502	0.0492	0.0503	0.0502	0.0489	0.0499	0.0496	0.0507	0.0492	0.0502	0.0481	0.0504	0.0495	0.0494	0.0503	0.0504	0.0509	0.0505	0.0507	seq_39844_10999
0.0507	0.0517	0.0518	0.0494	0.0501	0.0468	0.0499	0.0486	0.0497	0.047	0.0517	0.0475	0.0503	0.0513	0.0509	0.0487	0.0536	0.0494	0.0517	0.0492	seq_39844_11000
0.0517	0.051	0.0501	0.0494	0.0504	0.0507	0.0496	0.0497	0.0508	0.0502	0.0498	0.0499	0.0489	0.05	0.0495	0.0495	0.0501	0.0496	0.0498	0.0495	seq_39844_11001
0.0518	0.0483	0.0516	0.0494	0.05	0.0498	0.0496	0.047	0.0504	0.0485	0.051	0.0487	0.0511	0.0527	0.0504	0.0496	0.0505	0.0508	0.0487	0.0502	seq_39844_11002
0.0492	0.0527	0.0515	0.0476	0.0505	0.051	0.0505	0.0479	0.0506	0.0503	0.0465	0.0504	0.0503	0.0492	0.0479	0.0486	0.0537	0.0503	0.0518	0.0496	seq_39844_11003
0.0515	0.0507	0.0504	0.0487	0.0499	0.0496	0.0498	0.0497	0.0514	0.0478	0.0504	0.0493	0.0504	0.0507	0.0523	0.0492	0.0494	0.0498	0.0499	0.0492	seq_39844_11004
0.0494	0.0484	0.0491	0.0528	0.0499	0.0467	0.0503	0.0513	0.05	0.0503	0.0507	0.0546	0.0484	0.0481	0.0487	0.0511	0.0499	0.0483	0.0496	0.0524	seq_39844_11005
0.0504	0.0497	0.0499	0.0494	0.0502	0.0496	0.0487	0.0523	0.051	0.0485	0.0492	0.0538	0.0507	0.0486	0.0481	0.0508	0.0514	0.0492	0.0478	0.0505	seq_39844_11006
0.0521	0.0508	0.05	0.0496	0.0507	0.0502	0.0499	0.0492	0.0508	0.0502	0.0499	0.0497	0.0488	0.0499	0.0494	0.0493	0.0502	0.05	0.0496	0.0496	seq_39844_11008
0.0519	0.0505	0.0503	0.0496	0.0509	0.0492	0.0498	0.0495	0.0503	0.049	0.0499	0.0497	0.0499	0.0505	0.0524	0.0496	0.0488	0.0491	0.0504	0.0488	seq_39844_11007
0.0517	0.0499	0.0503	0.0494	0.0499	0.0492	0.0496	0.0497	0.0502	0.0494	0.0495	0.0543	0.0493	0.0491	0.0483	0.0525	0.0499	0.0479	0.0511	0.0488	seq_39844_11009
0.051	0.0496	0.0493	0.0497	0.0497	0.0502	0.0496	0.049	0.051	0.0511	0.0487	0.0565	0.0481	0.0484	0.0481	0.0522	0.0501	0.0475	0.0503	0.05	seq_39844_11010
0.0499	0.0501	0.0511	0.0488	0.0486	0.0486	0.0498	0.0513	0.0501	0.05	0.0497	0.0517	0.0504	0.0495	0.0515	0.0488	0.0505	0.0508	0.0489	0.0499	seq_39844_11011
0.0519	0.0499	0.0509	0.0497	0.0502	0.0487	0.0493	0.0496	0.049	0.0499	0.0497	0.0512	0.0499	0.0489	0.0485	0.0524	0.05	0.0499	0.0502	0.0502	seq_39844_11012
0.0508	0.0495	0.0483	0.0503	0.0495	0.0498	0.0493	0.0503	0.0497	0.0519	0.0492	0.0478	0.0499	0.0532	0.0483	0.0522	0.0498	0.05	0.0499	0.0503	seq_39844_11015
0.053	0.049	0.0489	0.0503	0.0499	0.0493	0.0498	0.0504	0.0505	0.0498	0.0498	0.0495	0.0486	0.0498	0.05	0.0495	0.0515	0.0497	0.0495	0.0512	seq_39844_11013
0.0512	0.0491	0.0502	0.0489	0.0497	0.0486	0.049	0.0501	0.0506	0.0512	0.0494	0.0528	0.0493	0.0492	0.0498	0.0511	0.052	0.0482	0.049	0.0506	seq_39844_11014
0.052	0.0493	0.0502	0.0501	0.0498	0.0486	0.0492	0.0503	0.0504	0.0494	0.0506	0.0566	0.049	0.0483	0.0482	0.0501	0.0517	0.0487	0.0487	0.0488	seq_39844_11016
0.0514	0.0506	0.05	0.0482	0.0503	0.0502	0.0493	0.0504	0.05	0.0508	0.0507	0.0537	0.0488	0.0492	0.0472	0.0499	0.0504	0.0489	0.0494	0.0505	seq_39844_11017
0.0521	0.0505	0.0499	0.0481	0.0505	0.0502	0.0491	0.05	0.0502	0.0486	0.0506	0.0477	0.0483	0.0516	0.0509	0.0521	0.0498	0.0506	0.0491	0.0502	seq_39844_11018
0.0525	0.0507	0.0495	0.0489	0.0496	0.0507	0.0495	0.0472	0.0499	0.0507	0.0487	0.053	0.0507	0.0503	0.0472	0.0507	0.0518	0.0484	0.0489	0.0511	seq_39844_11019
0.0515	0.0506	0.0493	0.0497	0.0496	0.0508	0.0511	0.0488	0.0494	0.051	0.0502	0.0524	0.05	0.0477	0.047	0.0511	0.051	0.0487	0.0497	0.0505	seq_39844_11020
0.0508	0.0489	0.0504	0.0524	0.05	0.0494	0.0488	0.0487	0.0506	0.0495	0.051	0.0496	0.0515	0.0495	0.0509	0.051	0.0508	0.0481	0.0488	0.0493	seq_39844_11022
0.0508	0.049	0.0495	0.0494	0.0486	0.0498	0.05	0.0499	0.0509	0.0504	0.0501	0.0514	0.0504	0.0504	0.0503	0.0516	0.0483	0.0491	0.0503	0.05	seq_39844_11021
0.0521	0.05	0.05	0.05	0.0501	0.0482	0.0507	0.0501	0.0498	0.0489	0.0494	0.0497	0.0487	0.0511	0.0514	0.0496	0.0515	0.0483	0.051	0.0491	seq_39844_11023
0.0521	0.0507	0.0501	0.0498	0.0507	0.0501	0.0498	0.0492	0.0508	0.0504	0.0499	0.0498	0.0486	0.0498	0.0493	0.0493	0.0504	0.0497	0.0497	0.0497	seq_39844_11024
0.0512	0.0506	0.0493	0.0511	0.0488	0.0487	0.0486	0.0501	0.05	0.0494	0.0497	0.0502	0.049	0.05	0.0509	0.051	0.0498	0.0501	0.0515	0.0501	seq_39844_11025
0.0487	0.049	0.0473	0.0501	0.0491	0.0501	0.0495	0.0503	0.0496	0.0523	0.0492	0.0516	0.0503	0.051	0.0496	0.0503	0.0486	0.0494	0.0517	0.0524	seq_39844_11026
0.0512	0.0504	0.0503	0.05	0.0505	0.0491	0.0505	0.0508	0.0499	0.0494	0.0492	0.0507	0.0493	0.0508	0.0501	0.0505	0.0503	0.0496	0.0487	0.0487	seq_39844_11030
0.0508	0.0497	0.0496	0.0507	0.0495	0.0504	0.0496	0.0496	0.0494	0.0487	0.0501	0.053	0.0501	0.0503	0.0474	0.0516	0.0501	0.049	0.0492	0.0511	seq_39844_11027
0.0506	0.0504	0.0492	0.0491	0.0497	0.0492	0.0502	0.0496	0.0499	0.0501	0.0497	0.0523	0.0512	0.05	0.0495	0.0497	0.0505	0.0499	0.0502	0.0488	seq_39844_11028
0.0509	0.0501	0.0491	0.0508	0.0501	0.0506	0.05	0.0492	0.0491	0.0492	0.0487	0.0507	0.0499	0.0518	0.0504	0.0506	0.049	0.0505	0.0494	0.0499	seq_39844_11029
0.0518	0.0492	0.0507	0.0493	0.0494	0.05	0.0505	0.0489	0.0496	0.0499	0.0509	0.054	0.0484	0.049	0.049	0.0504	0.0499	0.0497	0.0497	0.0496	seq_39844_11031
0.0499	0.0496	0.0501	0.0498	0.0479	0.0496	0.0485	0.05	0.0491	0.05	0.0508	0.0507	0.0497	0.0514	0.0512	0.0513	0.0512	0.0499	0.0491	0.0502	seq_39844_11032
0.0517	0.0488	0.0503	0.0489	0.0496	0.0502	0.0475	0.0487	0.0507	0.0494	0.0502	0.0493	0.0492	0.0507	0.0517	0.0505	0.0517	0.0505	0.0494	0.0509	seq_39844_11033
0.0509	0.0502	0.0487	0.0497	0.0498	0.0492	0.0494	0.0488	0.0498	0.0496	0.0489	0.0509	0.0498	0.0517	0.0502	0.0514	0.0503	0.05	0.05	0.0505	seq_39844_11035
0.0501	0.0513	0.0494	0.0497	0.0484	0.0484	0.0506	0.0497	0.0509	0.0491	0.0504	0.0513	0.0511	0.051	0.0502	0.0498	0.0489	0.0499	0.05	0.0499	seq_39844_11034
0.0516	0.0505	0.0499	0.0488	0.0497	0.0488	0.0493	0.0493	0.0495	0.0515	0.05	0.0508	0.0497	0.0501	0.0519	0.0497	0.0492	0.0504	0.0498	0.0496	seq_39844_11036
0.05	0.0482	0.048	0.0505	0.0496	0.0495	0.052	0.0502	0.0489	0.0493	0.0504	0.0511	0.0491	0.0496	0.0524	0.0516	0.0517	0.0482	0.0495	0.05	seq_39844_11037
0.0508	0.0487	0.0504	0.0485	0.0506	0.0501	0.0483	0.0502	0.0501	0.0494	0.0519	0.0514	0.0486	0.0506	0.0505	0.0499	0.0513	0.0482	0.0502	0.0504	seq_39844_11038
0.0532	0.0486	0.0494	0.0492	0.0485	0.0489	0.0481	0.0493	0.05	0.0497	0.0516	0.0471	0.05	0.0513	0.0519	0.0489	0.0535	0.0495	0.051	0.0501	seq_39844_11039
0.0515	0.0479	0.0481	0.05	0.0507	0.0511	0.0488	0.0501	0.0496	0.0478	0.049	0.0493	0.0523	0.0519	0.0516	0.0525	0.0509	0.0513	0.0471	0.0483	seq_39844_11040
0.0499	0.0497	0.051	0.0511	0.0505	0.0508	0.05	0.0501	0.05	0.0489	0.049	0.0478	0.0485	0.0503	0.0502	0.0499	0.0505	0.0499	0.0516	0.0504	seq_39844_11041
0.0511	0.0509	0.0478	0.0497	0.0517	0.0484	0.0505	0.05	0.0495	0.0509	0.0501	0.0493	0.0509	0.05	0.0504	0.0497	0.0503	0.0505	0.049	0.0492	seq_39844_11043
0.0522	0.0495	0.048	0.0517	0.0493	0.0507	0.0494	0.0505	0.0497	0.0492	0.051	0.0517	0.0498	0.05	0.0484	0.0507	0.0505	0.0494	0.049	0.0495	seq_39844_11044
0.0514	0.0499	0.0508	0.0483	0.0513	0.0502	0.0496	0.0509	0.0482	0.0512	0.0481	0.049	0.0493	0.0513	0.0498	0.0502	0.0517	0.048	0.05	0.0506	seq_39844_11045
0.0511	0.0508	0.0499	0.0491	0.0508	0.0487	0.0494	0.0509	0.0507	0.0488	0.0494	0.0511	0.0489	0.0492	0.0518	0.0506	0.0483	0.0502	0.0508	0.0494	seq_39844_11046
0.0506	0.0476	0.0501	0.0501	0.0496	0.0481	0.0503	0.0488	0.0491	0.05	0.0513	0.0517	0.0488	0.053	0.0531	0.0498	0.0492	0.0495	0.0497	0.0495	seq_39844_11047
0.0518	0.0499	0.05	0.0502	0.0486	0.0497	0.0496	0.0504	0.0495	0.0496	0.0496	0.0535	0.0499	0.0494	0.0485	0.0499	0.051	0.0496	0.0488	0.0504	seq_39844_11042
0.0512	0.0494	0.0502	0.0493	0.0498	0.0511	0.0508	0.0494	0.0504	0.0506	0.0502	0.0521	0.0489	0.0496	0.047	0.0496	0.0506	0.0485	0.0498	0.0514	seq_39844_11048
0.0506	0.0489	0.049	0.0511	0.0512	0.0498	0.0505	0.0494	0.0495	0.0494	0.0502	0.0509	0.05	0.0479	0.0497	0.0509	0.0507	0.051	0.0505	0.0487	seq_39844_11049
0.0517	0.0504	0.0496	0.0498	0.051	0.0497	0.0495	0.0491	0.0489	0.0488	0.05	0.0494	0.0507	0.0509	0.0497	0.0502	0.0495	0.0501	0.0499	0.051	seq_39844_11050
0.0504	0.0489	0.0499	0.0491	0.049	0.048	0.0501	0.0505	0.0494	0.0499	0.0507	0.0495	0.0506	0.0501	0.0509	0.0507	0.0508	0.0509	0.0495	0.0511	seq_39844_11051
0.0515	0.0531	0.0495	0.0525	0.0503	0.0499	0.0474	0.0496	0.0489	0.0481	0.0487	0.0474	0.0486	0.0499	0.05	0.0515	0.0512	0.0505	0.0501	0.0515	seq_39844_11052
0.0497	0.0481	0.0502	0.051	0.0511	0.0493	0.051	0.0497	0.0491	0.0503	0.0501	0.0504	0.0501	0.0496	0.049	0.0512	0.0514	0.0506	0.0494	0.0489	seq_39844_11053
0.0502	0.0489	0.0506	0.051	0.05	0.0509	0.0503	0.05	0.0505	0.0499	0.0507	0.0503	0.0505	0.0499	0.0481	0.0502	0.0504	0.0497	0.0488	0.049	seq_39844_11054
0.0514	0.049	0.0489	0.0497	0.0487	0.0499	0.0489	0.0489	0.0505	0.0495	0.0507	0.0502	0.0492	0.0531	0.0511	0.0505	0.0495	0.0485	0.0511	0.0508	seq_39844_11056
0.0529	0.0473	0.05	0.0531	0.0541	0.055	0.0516	0.0523	0.0472	0.0362	0.0489	0.0489	0.0478	0.0528	0.0554	0.0538	0.0539	0.0487	0.0481	0.0419	seq_39844_11055
0.0515	0.0503	0.0501	0.05	0.0509	0.0488	0.0501	0.0493	0.05	0.049	0.05	0.049	0.0506	0.0513	0.0494	0.0486	0.0508	0.0498	0.0497	0.0508	seq_39844_11057
0.0492	0.0497	0.0498	0.0484	0.0503	0.0488	0.0501	0.0503	0.0508	0.0511	0.0497	0.0491	0.0501	0.0525	0.0525	0.0491	0.0506	0.049	0.0494	0.0494	seq_39844_11058
0.0514	0.0498	0.0504	0.05	0.0491	0.0493	0.0492	0.0521	0.0492	0.0502	0.0501	0.049	0.05	0.0491	0.0521	0.0502	0.0488	0.0492	0.0497	0.051	seq_39844_11059
0.0499	0.0512	0.0497	0.0514	0.0513	0.0481	0.0492	0.0502	0.0503	0.0504	0.0483	0.0487	0.0473	0.0509	0.0516	0.0511	0.0509	0.0484	0.0509	0.0503	seq_39844_11060
0.0528	0.049	0.0499	0.0501	0.05	0.0494	0.0493	0.0499	0.0497	0.0506	0.0499	0.0494	0.0493	0.051	0.0497	0.0508	0.0501	0.05	0.0486	0.0505	seq_39844_11061
0.0516	0.0497	0.0499	0.0488	0.0499	0.0493	0.05	0.0501	0.0506	0.0502	0.0503	0.0505	0.0496	0.0502	0.0518	0.0487	0.0513	0.0496	0.0495	0.0483	seq_39844_11063
0.0521	0.0492	0.0501	0.0488	0.049	0.05	0.0504	0.0499	0.0489	0.0508	0.0502	0.0495	0.0495	0.0512	0.0507	0.0504	0.0497	0.049	0.0511	0.0494	seq_39844_11062
0.0521	0.0505	0.0481	0.0492	0.0493	0.0508	0.0493	0.0505	0.0493	0.0494	0.0492	0.0508	0.0503	0.0525	0.0508	0.0515	0.0493	0.0496	0.0492	0.0481	seq_39844_11064
0.0507	0.0501	0.05	0.0501	0.0501	0.0478	0.0513	0.0506	0.0491	0.0489	0.0507	0.0561	0.0503	0.0487	0.0466	0.05	0.0513	0.0487	0.0481	0.0508	seq_39844_11065
0.0518	0.0497	0.0508	0.049	0.05	0.0496	0.0492	0.0497	0.0506	0.0494	0.05	0.0498	0.0498	0.0511	0.0525	0.0498	0.0487	0.0493	0.0492	0.0499	seq_39844_11066
0.0524	0.0501	0.0493	0.0495	0.0511	0.0504	0.0496	0.0499	0.0508	0.0488	0.0503	0.0506	0.0478	0.0497	0.0513	0.0499	0.0506	0.0496	0.049	0.0493	seq_39844_11067
0.0527	0.0485	0.0497	0.0496	0.0487	0.049	0.0487	0.0498	0.0503	0.0502	0.0491	0.0518	0.0498	0.0522	0.0497	0.05	0.0513	0.051	0.0482	0.0499	seq_39844_11069
0.0521	0.0497	0.05	0.0491	0.0497	0.05	0.0488	0.0507	0.0495	0.0491	0.0505	0.0557	0.0487	0.0493	0.0474	0.0507	0.0519	0.0496	0.048	0.0495	seq_39844_11068
0.0508	0.0504	0.0488	0.0491	0.0493	0.0502	0.0488	0.0503	0.0515	0.0493	0.0497	0.0506	0.0505	0.0504	0.0499	0.0495	0.0513	0.0497	0.0492	0.0509	seq_39844_11070
0.0521	0.051	0.0513	0.0492	0.0476	0.0482	0.0511	0.0483	0.0487	0.05	0.0505	0.0528	0.049	0.048	0.0504	0.0519	0.0498	0.0473	0.0524	0.0504	seq_39844_11071
0.0504	0.0489	0.0496	0.0497	0.0485	0.0502	0.0505	0.0496	0.05	0.0487	0.051	0.0485	0.0504	0.0507	0.0518	0.0498	0.052	0.0509	0.0497	0.0489	seq_39844_11072
0.0513	0.0502	0.0501	0.0499	0.0509	0.0494	0.0505	0.0496	0.0505	0.0483	0.0495	0.0492	0.0497	0.0508	0.0491	0.0497	0.0496	0.0503	0.0495	0.052	seq_39844_11073
0.0527	0.0504	0.0501	0.0476	0.0505	0.0495	0.0487	0.0504	0.0484	0.0487	0.0503	0.0476	0.0508	0.0513	0.05	0.0516	0.0501	0.0508	0.0501	0.0502	seq_39844_11074
0.0517	0.0482	0.0496	0.0505	0.0495	0.05	0.0492	0.0499	0.052	0.0507	0.0498	0.0485	0.0475	0.0522	0.0515	0.0499	0.0502	0.05	0.05	0.0492	seq_39844_11075
0.0506	0.0506	0.0489	0.0517	0.049	0.0486	0.0494	0.0502	0.0482	0.0504	0.0493	0.0479	0.0503	0.0526	0.0514	0.0504	0.0506	0.0508	0.0499	0.0491	seq_39844_11076
0.0509	0.0509	0.0492	0.0507	0.05	0.0494	0.0489	0.0487	0.0493	0.0489	0.0505	0.0503	0.0497	0.0508	0.0518	0.0501	0.0503	0.0499	0.0501	0.0494	seq_39844_11077
0.0518	0.0511	0.05	0.0498	0.0501	0.05	0.05	0.0495	0.0508	0.0501	0.0496	0.0497	0.049	0.0501	0.0496	0.0495	0.0505	0.0504	0.0493	0.0492	seq_39844_11080
0.0504	0.0495	0.0501	0.0504	0.0497	0.0499	0.0487	0.0489	0.0504	0.0498	0.0508	0.0498	0.0507	0.0492	0.0531	0.0491	0.05	0.0494	0.0508	0.0492	seq_39844_11078
0.0511	0.0496	0.0498	0.0497	0.0501	0.0494	0.05	0.0488	0.0496	0.0497	0.0496	0.0526	0.0491	0.0501	0.0489	0.052	0.0514	0.0482	0.0499	0.0503	seq_39844_11079
0.0496	0.05	0.0488	0.0513	0.05	0.0466	0.0497	0.0517	0.0485	0.0489	0.0512	0.0531	0.0505	0.0474	0.0481	0.0528	0.0509	0.0488	0.0508	0.0513	seq_39844_11081
0.0504	0.0492	0.0491	0.0493	0.0499	0.0495	0.0495	0.05	0.0504	0.051	0.0494	0.0539	0.0511	0.0502	0.047	0.0511	0.0499	0.049	0.0489	0.0514	seq_39844_11082
0.0532	0.0499	0.0497	0.0481	0.0505	0.0488	0.0506	0.0498	0.05	0.0482	0.0499	0.0469	0.0496	0.0531	0.0498	0.0507	0.0482	0.0522	0.0502	0.0507	seq_39844_11083
0.0505	0.0502	0.0492	0.0484	0.0504	0.0506	0.0506	0.051	0.05	0.0498	0.0505	0.0535	0.0499	0.0488	0.0473	0.0511	0.0514	0.0478	0.0478	0.0512	seq_39844_11086
0.0494	0.0487	0.0498	0.0514	0.0491	0.0492	0.0469	0.0504	0.0506	0.0505	0.0501	0.0519	0.0494	0.0514	0.0498	0.0498	0.0509	0.049	0.0502	0.0515	seq_39844_11084
0.0512	0.0494	0.0491	0.0507	0.0491	0.0493	0.0515	0.0494	0.0506	0.0505	0.0502	0.0525	0.0494	0.0494	0.0495	0.05	0.0488	0.0493	0.0507	0.0494	seq_39844_11085
0.0513	0.0497	0.0507	0.0503	0.0511	0.049	0.049	0.0486	0.0507	0.05	0.0507	0.0495	0.0503	0.0513	0.0505	0.0502	0.0503	0.0485	0.0499	0.0484	seq_39844_11087
0.0512	0.05	0.0492	0.0503	0.0494	0.0504	0.0497	0.051	0.0508	0.0497	0.0504	0.0493	0.0481	0.0504	0.0511	0.0505	0.0497	0.05	0.0498	0.0489	seq_39844_11088
0.0523	0.0481	0.0502	0.0491	0.0499	0.0503	0.0499	0.0494	0.0493	0.0502	0.0493	0.054	0.049	0.0507	0.0486	0.0496	0.0505	0.0496	0.0492	0.0509	seq_39844_11089
0.0515	0.0483	0.0506	0.05	0.049	0.0495	0.0489	0.0503	0.048	0.0503	0.0497	0.0507	0.0498	0.0492	0.0509	0.0521	0.0505	0.0503	0.0502	0.0502	seq_39844_11092
0.0496	0.0497	0.05	0.0512	0.05	0.0505	0.0508	0.0495	0.0483	0.0501	0.0504	0.053	0.0509	0.0483	0.0491	0.0502	0.0498	0.0488	0.0486	0.0512	seq_39844_11090
0.0519	0.0506	0.0501	0.0497	0.0501	0.0499	0.0498	0.05	0.0507	0.0484	0.0502	0.0491	0.05	0.0504	0.0521	0.0491	0.0497	0.0497	0.0491	0.0491	seq_39844_11091
0.0512	0.0495	0.0509	0.0486	0.0499	0.0491	0.0503	0.0491	0.0511	0.0491	0.051	0.0521	0.0492	0.0506	0.049	0.0511	0.0502	0.0486	0.0493	0.0501	seq_39844_11093
0.0519	0.0506	0.0499	0.0497	0.0504	0.0502	0.0502	0.0495	0.0507	0.0502	0.0498	0.0502	0.0486	0.0502	0.049	0.0497	0.0504	0.0502	0.0494	0.0492	seq_39844_11094
0.0522	0.0497	0.0489	0.0499	0.0501	0.0499	0.0484	0.0502	0.0496	0.0504	0.0497	0.0524	0.0507	0.0496	0.0488	0.0497	0.0512	0.0493	0.0493	0.05	seq_39844_11095
0.0513	0.0491	0.0495	0.0513	0.0486	0.0492	0.0497	0.0499	0.0495	0.0501	0.0507	0.0511	0.0497	0.05	0.0494	0.0505	0.0508	0.0495	0.0506	0.0495	seq_39844_11096
0.0515	0.0495	0.0481	0.0509	0.05	0.0481	0.0487	0.0521	0.0489	0.0494	0.0516	0.0551	0.05	0.0475	0.0464	0.0519	0.0521	0.0467	0.05	0.0517	seq_39844_11097
0.0482	0.0495	0.05	0.0503	0.0498	0.0499	0.0496	0.0501	0.05	0.0504	0.0503	0.0533	0.0495	0.0505	0.0501	0.0507	0.0503	0.0487	0.0481	0.0506	seq_39844_11098
0.0522	0.0489	0.0495	0.0497	0.0505	0.0498	0.0493	0.0491	0.0493	0.051	0.0496	0.0506	0.0502	0.0504	0.0516	0.0491	0.0496	0.0501	0.0499	0.0497	seq_39844_11099
0.0514	0.049	0.0499	0.0493	0.0505	0.0486	0.0502	0.0496	0.0509	0.0492	0.0494	0.0506	0.0497	0.051	0.0497	0.0496	0.052	0.0507	0.0501	0.0487	seq_39844_11100
0.0501	0.0503	0.0481	0.0508	0.0501	0.0485	0.0519	0.0506	0.0497	0.05	0.0497	0.0471	0.0511	0.0472	0.05	0.051	0.0507	0.0496	0.0511	0.0524	seq_39844_11101
0.0495	0.0501	0.0503	0.0504	0.0493	0.0503	0.051	0.0494	0.0485	0.0498	0.05	0.0504	0.0485	0.0491	0.0493	0.0509	0.0522	0.0499	0.0508	0.0504	seq_39844_11102
0.0515	0.05	0.0495	0.0491	0.0496	0.0502	0.0501	0.0491	0.0497	0.0502	0.0487	0.0544	0.0489	0.0503	0.0483	0.0492	0.052	0.0485	0.0495	0.051	seq_39844_11103
0.0507	0.0507	0.0511	0.049	0.0498	0.0494	0.0496	0.0486	0.0481	0.0495	0.0498	0.0479	0.0493	0.0529	0.052	0.0497	0.0511	0.0494	0.0522	0.0493	seq_39844_11104
0.0533	0.0489	0.0503	0.0487	0.0498	0.0507	0.0487	0.0492	0.0501	0.0491	0.05	0.0481	0.0481	0.0518	0.0492	0.0517	0.0512	0.0514	0.0488	0.0511	seq_39844_11106
0.0508	0.0508	0.0493	0.0479	0.0517	0.0502	0.0483	0.0498	0.0502	0.0509	0.0488	0.0533	0.0504	0.0495	0.0484	0.0498	0.0529	0.0488	0.0483	0.0499	seq_39844_11105
0.0533	0.0502	0.0489	0.0501	0.0502	0.0501	0.0496	0.0501	0.0501	0.0484	0.0505	0.0508	0.0497	0.0499	0.0509	0.0499	0.0501	0.0494	0.0492	0.0487	seq_39844_11107
0.0533	0.0493	0.0507	0.0502	0.0491	0.0502	0.0497	0.0487	0.0497	0.0491	0.0498	0.0496	0.0483	0.052	0.0513	0.0502	0.0513	0.0499	0.0487	0.049	seq_39844_11108
0.0506	0.0492	0.0497	0.0493	0.0481	0.0502	0.0499	0.0507	0.0492	0.0514	0.05	0.0489	0.05	0.0509	0.051	0.0515	0.0512	0.0506	0.048	0.0498	seq_39844_11109
